Source,Target,Weight,Type
рахманова_хоббит_5,кистяковский_фицджеральд_бурный рейс_1,1,undirected
рахманова_хоббит_5,королев_хоббит_1,2,undirected
рахманова_хоббит_5,королев_хоббит_2,1,undirected
рахманова_хоббит_5,королев_хоббит_3,4,undirected
рахманова_хоббит_5,королев_хоббит_4,4,undirected
рахманова_хоббит_5,королев_хоббит_5,3,undirected
рахманова_хоббит_5,морозова_тиле_маяк молоткового мыса_5,1,undirected
рахманова_хоббит_5,муравьев кистяковский_толкин_ВК1_2,12,undirected
рахманова_хоббит_5,муравьев кистяковский_толкин_ВК1_3,1,undirected
рахманова_хоббит_5,муравьев_толкин_ВК3_3,2,undirected
рахманова_хоббит_5,муравьев_фицджеральд_алмазная гора_1,2,undirected
рахманова_хоббит_5,рахманова_хоббит_1,63,undirected
рахманова_хоббит_5,рахманова_хоббит_2,100,undirected
рахманова_хоббит_5,рахманова_хоббит_3,11,undirected
рахманова_хоббит_5,рахманова_хоббит_4,22,undirected
